,date,labels,Hate,Not_Hate,RatioofHate,RatioofNotHate
72,2020-12-16,"['Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Hate', 'Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate']",4,76,0.05,0.95
73,2020-12-17,"['Not Hate', 'Not Hate', 'Hate', 'Not Hate', 'Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate']",4,73,0.05194805194805195,0.948051948051948
74,2020-12-18,"['Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate']",3,74,0.03896103896103896,0.961038961038961
75,2020-12-19,"['Not Hate', 'Not Hate', 'Not Hate', 'Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate']",5,40,0.1111111111111111,0.8888888888888888
76,2020-12-20,"['Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate']",0,25,0.0,1.0
77,2020-12-21,"['Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Hate', 'Not Hate', 'Hate', 'Not Hate', 'Hate']",7,52,0.11864406779661017,0.8813559322033898
78,2020-12-22,"['Not Hate', 'Not Hate', 'Not Hate', 'Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate']",3,63,0.045454545454545456,0.9545454545454546
79,2020-12-23,"['Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Hate', 'Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate']",4,56,0.06666666666666667,0.9333333333333333
80,2020-12-24,"['Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate']",3,56,0.05084745762711865,0.9491525423728814
81,2020-12-25,"['Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Hate', 'Hate', 'Hate', 'Not Hate', 'Not Hate']",3,21,0.125,0.875
82,2020-12-26,"['Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate']",3,29,0.09375,0.90625
83,2020-12-27,"['Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate']",3,35,0.07894736842105263,0.9210526315789473
84,2020-12-28,"['Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate']",3,38,0.07317073170731707,0.926829268292683
85,2020-12-29,"['Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate']",5,82,0.05747126436781609,0.9425287356321839
86,2020-12-30,"['Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Hate', 'Not Hate', 'Not Hate', 'Hate', 'Hate', 'Hate', 'Not Hate', 'Not Hate']",6,72,0.07692307692307693,0.9230769230769231
87,2020-12-31,"['Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Hate', 'Not Hate', 'Not Hate', 'Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Hate', 'Not Hate']",4,60,0.0625,0.9375
88,2021-01-01,"['Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Hate', 'Not Hate', 'Hate', 'Not Hate', 'Not Hate']",4,63,0.05970149253731343,0.9402985074626866
89,2021-01-02,"['Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Hate', 'Not Hate', 'Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate']",3,62,0.046153846153846156,0.9538461538461539
90,2021-01-03,"['Not Hate', 'Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Hate', 'Hate', 'Not Hate', 'Not Hate', 'Hate', 'Not Hate', 'Not Hate', 'Not Hate']",9,57,0.13636363636363635,0.8636363636363636
91,2021-01-04,"['Not Hate', 'Hate', 'Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Hate', 'Hate', 'Not Hate', 'Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate']",7,81,0.07954545454545454,0.9204545454545454
92,2021-01-05,"['Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Hate', 'Not Hate', 'Not Hate', 'Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Hate', 'Not Hate', 'Not Hate']",6,120,0.047619047619047616,0.9523809523809523
93,2021-01-06,"['Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate']",10,132,0.07042253521126761,0.9295774647887324
94,2021-01-07,"['Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Hate', 'Not Hate', 'Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Hate', 'Not Hate', 'Not Hate', 'Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate']",10,87,0.10309278350515463,0.8969072164948454
95,2021-01-08,"['Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Hate', 'Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate']",6,89,0.06315789473684211,0.9368421052631579
